,if freq (ghz),psg power (dbm),cable loss (db),input power(dbm),output power(dbm),gain(db)
321,6.0,-13.5,-1.5321552028589769,-15.032155202858977,-47.769,-32.73684479714102
322,6.0,-13.0,-1.5321552028589769,-14.532155202858977,-47.283,-32.75084479714103
323,6.0,-12.5,-1.5321552028589769,-14.032155202858977,-46.801,-32.76884479714103
324,6.0,-12.0,-1.5321552028589769,-13.532155202858977,-46.316,-32.78384479714103
325,6.0,-11.5,-1.5321552028589769,-13.032155202858977,-45.784,-32.75184479714102
326,6.0,-11.0,-1.5321552028589769,-12.532155202858977,-45.295,-32.76284479714103
327,6.0,-10.5,-1.5321552028589769,-12.032155202858977,-44.796,-32.76384479714102
328,6.0,-10.0,-1.5321552028589769,-11.532155202858977,-44.289,-32.75684479714103
329,6.0,-9.5,-1.5321552028589769,-11.032155202858977,-43.797,-32.76484479714102
330,6.0,-9.0,-1.5321552028589769,-10.532155202858977,-43.272,-32.73984479714102
331,6.0,-8.5,-1.5321552028589769,-10.032155202858977,-42.77,-32.73784479714102
332,6.0,-8.0,-1.5321552028589769,-9.532155202858977,-42.274,-32.74184479714103
333,6.0,-7.5,-1.5321552028589769,-9.032155202858977,-41.755,-32.72284479714102
334,6.0,-7.0,-1.5321552028589769,-8.532155202858977,-41.268,-32.73584479714103
335,6.0,-6.5,-1.5321552028589769,-8.032155202858977,-40.782,-32.74984479714102
336,6.0,-6.0,-1.5321552028589769,-7.532155202858977,-40.285,-32.75284479714102
337,6.0,-5.5,-1.5321552028589769,-7.032155202858977,-39.799,-32.76684479714102
338,6.0,-5.0,-1.5321552028589769,-6.532155202858977,-39.277,-32.74484479714103
339,6.0,-4.5,-1.5321552028589769,-6.032155202858977,-38.781,-32.74884479714102
340,6.0,-4.0,-1.5321552028589769,-5.532155202858977,-38.288,-32.75584479714102
341,6.0,-3.5,-1.5321552028589769,-5.032155202858977,-37.795,-32.76284479714103
342,6.0,-3.0,-1.5321552028589769,-4.532155202858977,-37.308,-32.77584479714102
343,6.0,-2.5,-1.5321552028589769,-4.032155202858977,-36.816,-32.78384479714103
344,6.0,-2.0,-1.5321552028589769,-3.532155202858977,-36.3,-32.767844797141024
345,6.0,-1.5,-1.5321552028589769,-3.032155202858977,-35.806,-32.773844797141024
346,6.0,-1.0,-1.5321552028589769,-2.532155202858977,-35.308,-32.77584479714102
347,6.0,-0.5,-1.5321552028589769,-2.032155202858977,-34.837,-32.80484479714103
348,6.0,0.0,-1.5321552028589769,-1.5321552028589769,-34.349,-32.81684479714102
349,6.0,0.5,-1.5321552028589769,-1.0321552028589769,-33.849,-32.81684479714102
350,6.0,1.0,-1.5321552028589769,-0.5321552028589769,-33.382,-32.849844797141024
351,6.0,1.5,-1.5321552028589769,-0.03215520285897688,-32.883,-32.85084479714103
352,6.0,2.0,-1.5321552028589769,0.4678447971410231,-32.402,-32.86984479714103
353,6.0,2.5,-1.5321552028589769,0.9678447971410231,-31.928,-32.895844797141024
354,6.0,3.0,-1.5321552028589769,1.4678447971410231,-31.374,-32.84184479714102
355,6.0,3.5,-1.5321552028589769,1.9678447971410231,-30.947,-32.91484479714102
356,6.0,4.0,-1.5321552028589769,2.467844797141023,-30.466,-32.93384479714102
357,6.0,4.5,-1.5321552028589769,2.967844797141023,-29.995,-32.962844797141024
358,6.0,5.0,-1.5321552028589769,3.467844797141023,-29.523,-32.99084479714102
359,6.0,5.5,-1.5321552028589769,3.967844797141023,-29.062,-33.029844797141024
360,6.0,6.0,-1.5321552028589769,4.467844797141023,-28.612,-33.07984479714102
361,6.0,6.5,-1.5321552028589769,4.967844797141023,-28.154,-33.12184479714102
362,6.0,7.0,-1.5321552028589769,5.467844797141023,-27.714,-33.181844797141025
363,6.0,7.5,-1.5321552028589769,5.967844797141023,-27.266,-33.23384479714102
364,6.0,8.0,-1.5321552028589769,6.467844797141023,-26.826,-33.29384479714102
365,6.0,8.5,-1.5321552028589769,6.967844797141023,-26.406,-33.37384479714102
366,6.0,9.0,-1.5321552028589769,7.467844797141023,-26.001,-33.468844797141024
367,6.0,9.5,-1.5321552028589769,7.967844797141023,-25.601,-33.568844797141026
368,6.0,10.0,-1.5321552028589769,8.467844797141023,-25.199,-33.666844797141025
369,6.0,10.5,-1.5321552028589769,8.967844797141023,-24.815,-33.782844797141024
370,6.0,11.0,-1.5321552028589769,9.467844797141023,-24.429,-33.89684479714102
371,6.0,11.5,-1.5321552028589769,9.967844797141023,-24.085,-34.05284479714102
372,6.0,12.0,-1.5321552028589769,10.467844797141023,-23.746,-34.21384479714102
373,6.0,12.5,-1.5321552028589769,10.967844797141023,-23.412,-34.37984479714102
374,6.0,13.0,-1.5321552028589769,11.467844797141023,-23.104,-34.571844797141026
375,6.0,13.5,-1.5321552028589769,11.967844797141023,-22.816,-34.78384479714102
376,6.0,14.0,-1.5321552028589769,12.467844797141023,-22.551,-35.01884479714102
377,6.0,14.5,-1.5321552028589769,12.967844797141023,-22.294,-35.26184479714102
378,6.0,15.0,-1.5321552028589769,13.467844797141023,-22.066,-35.53384479714102
379,6.0,15.5,-1.5321552028589769,13.967844797141023,-21.848,-35.815844797141025
380,6.0,16.0,-1.5321552028589769,14.467844797141023,-21.659,-36.12684479714102
381,6.0,16.5,-1.5321552028589769,14.967844797141023,-21.474,-36.44184479714102
382,6.0,17.0,-1.5321552028589769,15.467844797141023,-21.334,-36.80184479714102
383,6.0,17.5,-1.5321552028589769,15.967844797141023,-21.173,-37.14084479714102
384,6.0,18.0,-1.5321552028589769,16.467844797141023,-21.049,-37.51684479714102
385,6.5,-20.0,-1.5998394987192166,-21.599839498719216,-57.316,-35.71616050128078
386,6.5,-19.5,-1.5998394987192166,-21.099839498719216,-56.842,-35.74216050128078
387,6.5,-19.0,-1.5998394987192166,-20.599839498719216,-56.335,-35.73516050128079
388,6.5,-18.5,-1.5998394987192166,-20.099839498719216,-55.827,-35.72716050128078
389,6.5,-18.0,-1.5998394987192166,-19.599839498719216,-55.376,-35.776160501280785
390,6.5,-17.5,-1.5998394987192166,-19.099839498719216,-54.875,-35.77516050128078
391,6.5,-17.0,-1.5998394987192166,-18.599839498719216,-54.355,-35.755160501280784
392,6.5,-16.5,-1.5998394987192166,-18.099839498719216,-53.841,-35.74116050128079
393,6.5,-16.0,-1.5998394987192166,-17.599839498719216,-53.343,-35.743160501280784
394,6.5,-15.5,-1.5998394987192166,-17.099839498719216,-52.857,-35.75716050128078
395,6.5,-15.0,-1.5998394987192166,-16.599839498719216,-52.348,-35.74816050128078
396,6.5,-14.5,-1.5998394987192166,-16.099839498719216,-51.872,-35.77216050128078
397,6.5,-14.0,-1.5998394987192166,-15.599839498719216,-51.362,-35.76216050128079
398,6.5,-13.5,-1.5998394987192166,-15.099839498719216,-50.857,-35.75716050128078
399,6.5,-13.0,-1.5998394987192166,-14.599839498719216,-50.331,-35.73116050128078
400,6.5,-12.5,-1.5998394987192166,-14.099839498719216,-49.837,-35.73716050128078
401,6.5,-12.0,-1.5998394987192166,-13.599839498719216,-49.329,-35.72916050128079
402,6.5,-11.5,-1.5998394987192166,-13.099839498719216,-48.847,-35.74716050128079
403,6.5,-11.0,-1.5998394987192166,-12.599839498719216,-48.364,-35.764160501280784
404,6.5,-10.5,-1.5998394987192166,-12.099839498719216,-47.853,-35.75316050128079
405,6.5,-10.0,-1.5998394987192166,-11.599839498719216,-47.349,-35.749160501280784
406,6.5,-9.5,-1.5998394987192166,-11.099839498719216,-46.812,-35.71216050128078
407,6.5,-9.0,-1.5998394987192166,-10.599839498719216,-46.326,-35.72616050128079
408,6.5,-8.5,-1.5998394987192166,-10.099839498719216,-45.815,-35.71516050128078
409,6.5,-8.0,-1.5998394987192166,-9.599839498719216,-45.315,-35.71516050128078
410,6.5,-7.5,-1.5998394987192166,-9.099839498719216,-44.799,-35.69916050128079
411,6.5,-7.0,-1.5998394987192166,-8.599839498719216,-44.311,-35.71116050128079
412,6.5,-6.5,-1.5998394987192166,-8.099839498719216,-43.826,-35.72616050128079
413,6.5,-6.0,-1.5998394987192166,-7.599839498719216,-43.33,-35.73016050128078
414,6.5,-5.5,-1.5998394987192166,-7.099839498719216,-42.829,-35.72916050128079
415,6.5,-5.0,-1.5998394987192166,-6.599839498719216,-42.324,-35.72416050128078
416,6.5,-4.5,-1.5998394987192166,-6.099839498719216,-41.812,-35.71216050128078
417,6.5,-4.0,-1.5998394987192166,-5.599839498719216,-41.3,-35.70016050128078
418,6.5,-3.5,-1.5998394987192166,-5.099839498719216,-40.811,-35.71116050128079
419,6.5,-3.0,-1.5998394987192166,-4.599839498719216,-40.343,-35.743160501280784
420,6.5,-2.5,-1.5998394987192166,-4.099839498719216,-39.856,-35.75616050128079
421,6.5,-2.0,-1.5998394987192166,-3.5998394987192164,-39.352,-35.752160501280784
422,6.5,-1.5,-1.5998394987192166,-3.0998394987192164,-38.863,-35.76316050128078
423,6.5,-1.0,-1.5998394987192166,-2.5998394987192164,-38.346,-35.746160501280784
424,6.5,-0.5,-1.5998394987192166,-2.0998394987192164,-37.851,-35.75116050128078
425,6.5,0.0,-1.5998394987192166,-1.5998394987192166,-37.361,-35.76116050128078
426,6.5,0.5,-1.5998394987192166,-1.0998394987192166,-36.862,-35.76216050128078
427,6.5,1.0,-1.5998394987192166,-0.5998394987192166,-36.373,-35.77316050128078
428,6.5,1.5,-1.5998394987192166,-0.0998394987192166,-35.897,-35.79716050128078
429,6.5,2.0,-1.5998394987192166,0.4001605012807834,-35.398,-35.79816050128078
430,6.5,2.5,-1.5998394987192166,0.9001605012807834,-34.908,-35.80816050128078
431,6.5,3.0,-1.5998394987192166,1.4001605012807834,-34.447,-35.84716050128078
432,6.5,3.5,-1.5998394987192166,1.9001605012807834,-33.958,-35.85816050128078
433,6.5,4.0,-1.5998394987192166,2.4001605012807836,-33.477,-35.877160501280784
434,6.5,4.5,-1.5998394987192166,2.9001605012807836,-32.994,-35.89416050128078
435,6.5,5.0,-1.5998394987192166,3.4001605012807836,-32.506,-35.90616050128078
436,6.5,5.5,-1.5998394987192166,3.9001605012807836,-32.032,-35.93216050128078
437,6.5,6.0,-1.5998394987192166,4.400160501280784,-31.581,-35.98116050128078
438,6.5,6.5,-1.5998394987192166,4.900160501280784,-31.109,-36.00916050128079
439,6.5,7.0,-1.5998394987192166,5.400160501280784,-30.672,-36.072160501280784
440,6.5,7.5,-1.5998394987192166,5.900160501280784,-30.184,-36.084160501280785
441,6.5,8.0,-1.5998394987192166,6.400160501280784,-29.74,-36.14016050128078
442,6.5,8.5,-1.5998394987192166,6.900160501280784,-29.316,-36.21616050128078
443,6.5,9.0,-1.5998394987192166,7.400160501280784,-28.872,-36.27216050128078
444,6.5,9.5,-1.5998394987192166,7.900160501280784,-28.427,-36.32716050128079
445,6.5,10.0,-1.5998394987192166,8.400160501280784,-28.05,-36.450160501280784
446,6.5,10.5,-1.5998394987192166,8.900160501280784,-27.615,-36.51516050128078
447,6.5,11.0,-1.5998394987192166,9.400160501280784,-27.221,-36.621160501280784
448,6.5,11.5,-1.5998394987192166,9.900160501280784,-26.812,-36.712160501280785
449,6.5,12.0,-1.5998394987192166,10.400160501280784,-26.456,-36.85616050128078
450,6.5,12.5,-1.5998394987192166,10.900160501280784,-26.073,-36.97316050128079
451,6.5,13.0,-1.5998394987192166,11.400160501280784,-25.741,-37.14116050128078
452,6.5,13.5,-1.5998394987192166,11.900160501280784,-25.408,-37.30816050128078
453,6.5,14.0,-1.5998394987192166,12.400160501280784,-25.094,-37.49416050128079
454,6.5,14.5,-1.5998394987192166,12.900160501280784,-24.79,-37.690160501280786
455,6.5,15.0,-1.5998394987192166,13.400160501280784,-24.513,-37.913160501280785
456,6.5,15.5,-1.5998394987192166,13.900160501280784,-24.248,-38.148160501280785
457,6.5,16.0,-1.5998394987192166,14.400160501280784,-23.997,-38.39716050128078
458,6.5,16.5,-1.5998394987192166,14.900160501280784,-23.762,-38.66216050128078
459,6.5,17.0,-1.5998394987192166,15.400160501280784,-23.532,-38.932160501280784
460,6.5,17.5,-1.5998394987192166,15.900160501280784,-23.393,-39.29316050128078
461,6.5,18.0,-1.5998394987192166,16.400160501280784,-23.211,-39.61116050128078
462,7.0,-20.0,-1.6571740904585646,-21.657174090458565,-56.94,-35.28282590954143
463,7.0,-19.5,-1.6571740904585646,-21.157174090458565,-56.49,-35.33282590954144
464,7.0,-19.0,-1.6571740904585646,-20.657174090458565,-56.003,-35.34582590954143
465,7.0,-18.5,-1.6571740904585646,-20.157174090458565,-55.5,-35.34282590954143
466,7.0,-18.0,-1.6571740904585646,-19.657174090458565,-54.956,-35.298825909541435
467,7.0,-17.5,-1.6571740904585646,-19.157174090458565,-54.491,-35.33382590954143
468,7.0,-17.0,-1.6571740904585646,-18.657174090458565,-54.016,-35.35882590954144
469,7.0,-16.5,-1.6571740904585646,-18.157174090458565,-53.474,-35.316825909541436
470,7.0,-16.0,-1.6571740904585646,-17.657174090458565,-52.993,-35.33582590954144
471,7.0,-15.5,-1.6571740904585646,-17.157174090458565,-52.511,-35.35382590954144
472,7.0,-15.0,-1.6571740904585646,-16.657174090458565,-52.008,-35.35082590954144
473,7.0,-14.5,-1.6571740904585646,-16.157174090458565,-51.473,-35.31582590954143
474,7.0,-14.0,-1.6571740904585646,-15.657174090458565,-50.978,-35.32082590954144
475,7.0,-13.5,-1.6571740904585646,-15.157174090458565,-50.508,-35.35082590954144
476,7.0,-13.0,-1.6571740904585646,-14.657174090458565,-49.978,-35.32082590954144
477,7.0,-12.5,-1.6571740904585646,-14.157174090458565,-49.486,-35.328825909541436
478,7.0,-12.0,-1.6571740904585646,-13.657174090458565,-48.981,-35.32382590954144
479,7.0,-11.5,-1.6571740904585646,-13.157174090458565,-48.484,-35.32682590954144
480,7.0,-11.0,-1.6571740904585646,-12.657174090458565,-47.952,-35.29482590954143
481,7.0,-10.5,-1.6571740904585646,-12.157174090458565,-47.48,-35.322825909541436
482,7.0,-10.0,-1.6571740904585646,-11.657174090458565,-46.964,-35.30682590954143
483,7.0,-9.5,-1.6571740904585646,-11.157174090458565,-46.467,-35.30982590954143
484,7.0,-9.0,-1.6571740904585646,-10.657174090458565,-45.968,-35.310825909541435
485,7.0,-8.5,-1.6571740904585646,-10.157174090458565,-45.479,-35.32182590954143
486,7.0,-8.0,-1.6571740904585646,-9.657174090458565,-44.941,-35.283825909541434
487,7.0,-7.5,-1.6571740904585646,-9.157174090458565,-44.468,-35.310825909541435
488,7.0,-7.0,-1.6571740904585646,-8.657174090458565,-43.971,-35.313825909541436
489,7.0,-6.5,-1.6571740904585646,-8.157174090458565,-43.483,-35.325825909541436
490,7.0,-6.0,-1.6571740904585646,-7.657174090458565,-42.943,-35.28582590954143
491,7.0,-5.5,-1.6571740904585646,-7.157174090458565,-42.464,-35.30682590954143
492,7.0,-5.0,-1.6571740904585646,-6.657174090458565,-41.916,-35.25882590954143
493,7.0,-4.5,-1.6571740904585646,-6.157174090458565,-41.451,-35.29382590954144
494,7.0,-4.0,-1.6571740904585646,-5.657174090458565,-40.935,-35.277825909541434
495,7.0,-3.5,-1.6571740904585646,-5.157174090458565,-40.452,-35.29482590954143
496,7.0,-3.0,-1.6571740904585646,-4.657174090458565,-39.954,-35.29682590954144
497,7.0,-2.5,-1.6571740904585646,-4.157174090458565,-39.466,-35.30882590954144
498,7.0,-2.0,-1.6571740904585646,-3.6571740904585646,-38.955,-35.29782590954143
499,7.0,-1.5,-1.6571740904585646,-3.1571740904585646,-38.456,-35.298825909541435
500,7.0,-1.0,-1.6571740904585646,-2.6571740904585646,-37.963,-35.30582590954144
501,7.0,-0.5,-1.6571740904585646,-2.1571740904585646,-37.475,-35.31782590954144
502,7.0,0.0,-1.6571740904585646,-1.6571740904585646,-36.989,-35.331825909541436
503,7.0,0.5,-1.6571740904585646,-1.1571740904585646,-36.475,-35.31782590954144
504,7.0,1.0,-1.6571740904585646,-0.6571740904585646,-35.983,-35.325825909541436
505,7.0,1.5,-1.6571740904585646,-0.15717409045856456,-35.466,-35.30882590954144
506,7.0,2.0,-1.6571740904585646,0.34282590954143544,-34.982,-35.32482590954143
507,7.0,2.5,-1.6571740904585646,0.8428259095414354,-34.503,-35.34582590954143
508,7.0,3.0,-1.6571740904585646,1.3428259095414354,-34.015,-35.35782590954143
509,7.0,3.5,-1.6571740904585646,1.8428259095414354,-33.533,-35.37582590954143
510,7.0,4.0,-1.6571740904585646,2.3428259095414354,-33.038,-35.38082590954143
511,7.0,4.5,-1.6571740904585646,2.8428259095414354,-32.539,-35.38182590954143
512,7.0,5.0,-1.6571740904585646,3.3428259095414354,-32.068,-35.41082590954143
513,7.0,5.5,-1.6571740904585646,3.8428259095414354,-31.599,-35.441825909541436
514,7.0,6.0,-1.6571740904585646,4.342825909541435,-31.118,-35.460825909541434
515,7.0,6.5,-1.6571740904585646,4.842825909541435,-30.621,-35.463825909541434
516,7.0,7.0,-1.6571740904585646,5.342825909541435,-30.163,-35.505825909541436
517,7.0,7.5,-1.6571740904585646,5.842825909541435,-29.676,-35.518825909541434
518,7.0,8.0,-1.6571740904585646,6.342825909541435,-29.199,-35.54182590954144
519,7.0,8.5,-1.6571740904585646,6.842825909541435,-28.739,-35.581825909541436
520,7.0,9.0,-1.6571740904585646,7.342825909541435,-28.292,-35.63482590954143
521,7.0,9.5,-1.6571740904585646,7.842825909541435,-27.842,-35.68482590954143
522,7.0,10.0,-1.6571740904585646,8.342825909541435,-27.39,-35.73282590954143
523,7.0,10.5,-1.6571740904585646,8.842825909541435,-26.941,-35.783825909541434
524,7.0,11.0,-1.6571740904585646,9.342825909541435,-26.494,-35.83682590954143
525,7.0,11.5,-1.6571740904585646,9.842825909541435,-26.072,-35.914825909541435
526,7.0,12.0,-1.6571740904585646,10.342825909541435,-25.661,-36.00382590954143
527,7.0,12.5,-1.6571740904585646,10.842825909541435,-25.253,-36.09582590954143
528,7.0,13.0,-1.6571740904585646,11.342825909541435,-24.868,-36.210825909541434
529,7.0,13.5,-1.6571740904585646,11.842825909541435,-24.48,-36.322825909541436
530,7.0,14.0,-1.6571740904585646,12.342825909541435,-24.094,-36.43682590954144
531,7.0,14.5,-1.6571740904585646,12.842825909541435,-23.713,-36.55582590954144
532,7.0,15.0,-1.6571740904585646,13.342825909541435,-23.393,-36.73582590954143
533,7.0,15.5,-1.6571740904585646,13.842825909541435,-23.087,-36.929825909541435
534,7.0,16.0,-1.6571740904585646,14.342825909541435,-22.773,-37.115825909541435
535,7.0,16.5,-1.6571740904585646,14.842825909541435,-22.469,-37.31182590954144
536,7.0,17.0,-1.6571740904585646,15.342825909541435,-22.211,-37.55382590954143
537,7.0,17.5,-1.6571740904585646,15.842825909541435,-21.946,-37.78882590954144
538,7.0,18.0,-1.6571740904585646,16.342825909541435,-21.725,-38.06782590954144
539,7.5,-20.0,-1.7262206931529525,-21.726220693152953,-61.433,-39.70677930684705
540,7.5,-19.5,-1.7262206931529525,-21.226220693152953,-60.941,-39.71477930684705
541,7.5,-19.0,-1.7262206931529525,-20.726220693152953,-60.463,-39.73677930684705
542,7.5,-18.5,-1.7262206931529525,-20.226220693152953,-59.978,-39.75177930684705
543,7.5,-18.0,-1.7262206931529525,-19.726220693152953,-59.451,-39.72477930684705
544,7.5,-17.5,-1.7262206931529525,-19.226220693152953,-59.006,-39.77977930684705
545,7.5,-17.0,-1.7262206931529525,-18.726220693152953,-58.446,-39.719779306847045
546,7.5,-16.5,-1.7262206931529525,-18.226220693152953,-57.99,-39.76377930684705
547,7.5,-16.0,-1.7262206931529525,-17.726220693152953,-57.477,-39.75077930684704
548,7.5,-15.5,-1.7262206931529525,-17.226220693152953,-57.012,-39.78577930684705
549,7.5,-15.0,-1.7262206931529525,-16.726220693152953,-56.508,-39.78177930684705
550,7.5,-14.5,-1.7262206931529525,-16.226220693152953,-56.002,-39.77577930684705
551,7.5,-14.0,-1.7262206931529525,-15.726220693152953,-55.491,-39.764779306847046
552,7.5,-13.5,-1.7262206931529525,-15.226220693152953,-55.022,-39.795779306847045
553,7.5,-13.0,-1.7262206931529525,-14.726220693152953,-54.536,-39.80977930684705
554,7.5,-12.5,-1.7262206931529525,-14.226220693152953,-54.014,-39.78777930684705
555,7.5,-12.0,-1.7262206931529525,-13.726220693152953,-53.514,-39.78777930684705
556,7.5,-11.5,-1.7262206931529525,-13.226220693152953,-53.007,-39.780779306847045
557,7.5,-11.0,-1.7262206931529525,-12.726220693152953,-52.491,-39.764779306847046
558,7.5,-10.5,-1.7262206931529525,-12.226220693152953,-51.978,-39.75177930684705
559,7.5,-10.0,-1.7262206931529525,-11.726220693152953,-51.525,-39.798779306847045
560,7.5,-9.5,-1.7262206931529525,-11.226220693152953,-50.96,-39.73377930684705
561,7.5,-9.0,-1.7262206931529525,-10.726220693152953,-50.414,-39.68777930684705
562,7.5,-8.5,-1.7262206931529525,-10.226220693152953,-49.975,-39.74877930684705
563,7.5,-8.0,-1.7262206931529525,-9.726220693152953,-49.456,-39.72977930684705
564,7.5,-7.5,-1.7262206931529525,-9.226220693152953,-48.956,-39.72977930684705
565,7.5,-7.0,-1.7262206931529525,-8.726220693152953,-48.469,-39.74277930684705
566,7.5,-6.5,-1.7262206931529525,-8.226220693152953,-47.952,-39.725779306847045
567,7.5,-6.0,-1.7262206931529525,-7.7262206931529525,-47.442,-39.71577930684705
568,7.5,-5.5,-1.7262206931529525,-7.2262206931529525,-46.955,-39.728779306847045
569,7.5,-5.0,-1.7262206931529525,-6.7262206931529525,-46.458,-39.731779306847045
570,7.5,-4.5,-1.7262206931529525,-6.2262206931529525,-45.961,-39.734779306847045
571,7.5,-4.0,-1.7262206931529525,-5.7262206931529525,-45.46,-39.73377930684705
572,7.5,-3.5,-1.7262206931529525,-5.2262206931529525,-44.97,-39.743779306847046
573,7.5,-3.0,-1.7262206931529525,-4.7262206931529525,-44.46,-39.73377930684705
574,7.5,-2.5,-1.7262206931529525,-4.2262206931529525,-43.97,-39.743779306847046
575,7.5,-2.0,-1.7262206931529525,-3.7262206931529525,-43.463,-39.73677930684705
576,7.5,-1.5,-1.7262206931529525,-3.2262206931529525,-42.971,-39.74477930684704
577,7.5,-1.0,-1.7262206931529525,-2.7262206931529525,-42.46,-39.73377930684705
578,7.5,-0.5,-1.7262206931529525,-2.2262206931529525,-41.982,-39.755779306847046
579,7.5,0.0,-1.7262206931529525,-1.7262206931529525,-41.472,-39.74577930684705
580,7.5,0.5,-1.7262206931529525,-1.2262206931529525,-40.979,-39.752779306847046
581,7.5,1.0,-1.7262206931529525,-0.7262206931529525,-40.471,-39.74477930684704
582,7.5,1.5,-1.7262206931529525,-0.22622069315295246,-39.973,-39.746779306847046
583,7.5,2.0,-1.7262206931529525,0.27377930684704754,-39.489,-39.762779306847044
584,7.5,2.5,-1.7262206931529525,0.7737793068470475,-38.972,-39.74577930684705
585,7.5,3.0,-1.7262206931529525,1.2737793068470475,-38.502,-39.77577930684705
586,7.5,3.5,-1.7262206931529525,1.7737793068470475,-37.997,-39.77077930684705
587,7.5,4.0,-1.7262206931529525,2.2737793068470475,-37.519,-39.792779306847045
588,7.5,4.5,-1.7262206931529525,2.7737793068470475,-37.008,-39.78177930684705
589,7.5,5.0,-1.7262206931529525,3.2737793068470475,-36.522,-39.795779306847045
590,7.5,5.5,-1.7262206931529525,3.7737793068470475,-36.046,-39.819779306847046
591,7.5,6.0,-1.7262206931529525,4.2737793068470475,-35.557,-39.83077930684705
592,7.5,6.5,-1.7262206931529525,4.7737793068470475,-35.064,-39.83777930684705
593,7.5,7.0,-1.7262206931529525,5.2737793068470475,-34.573,-39.84677930684705
594,7.5,7.5,-1.7262206931529525,5.7737793068470475,-34.084,-39.85777930684705
595,7.5,8.0,-1.7262206931529525,6.2737793068470475,-33.624,-39.89777930684705
596,7.5,8.5,-1.7262206931529525,6.7737793068470475,-33.14,-39.91377930684705
597,7.5,9.0,-1.7262206931529525,7.2737793068470475,-32.64,-39.91377930684705
598,7.5,9.5,-1.7262206931529525,7.7737793068470475,-32.163,-39.93677930684704
599,7.5,10.0,-1.7262206931529525,8.273779306847047,-31.687,-39.960779306847044
600,7.5,10.5,-1.7262206931529525,8.773779306847047,-31.224,-39.99777930684705
601,7.5,11.0,-1.7262206931529525,9.273779306847047,-30.781,-40.054779306847045
602,7.5,11.5,-1.7262206931529525,9.773779306847047,-30.315,-40.088779306847044
603,7.5,12.0,-1.7262206931529525,10.273779306847047,-29.866,-40.139779306847046
604,7.5,12.5,-1.7262206931529525,10.773779306847047,-29.392,-40.16577930684704
605,7.5,13.0,-1.7262206931529525,11.273779306847047,-28.97,-40.243779306847046
606,7.5,13.5,-1.7262206931529525,11.773779306847047,-28.55,-40.323779306847044
607,7.5,14.0,-1.7262206931529525,12.273779306847047,-28.141,-40.414779306847045
608,7.5,14.5,-1.7262206931529525,12.773779306847047,-27.727,-40.50077930684705
609,7.5,15.0,-1.7262206931529525,13.273779306847047,-27.328,-40.60177930684705
610,7.5,15.5,-1.7262206931529525,13.773779306847047,-26.935,-40.70877930684705
611,7.5,16.0,-1.7262206931529525,14.273779306847047,-26.551,-40.82477930684705
612,7.5,16.5,-1.7262206931529525,14.773779306847047,-26.215,-40.98877930684705
613,7.5,17.0,-1.7262206931529525,15.273779306847047,-25.88,-41.15377930684704
614,7.5,17.5,-1.7262206931529525,15.773779306847047,-25.57,-41.34377930684705
615,7.5,18.0,-1.7262206931529525,16.273779306847047,-25.284,-41.557779306847046
616,8.0,-20.0,-1.7729990061512013,-21.772999006151203,-61.262,-39.4890009938488
617,8.0,-19.5,-1.7729990061512013,-21.272999006151203,-60.739,-39.466000993848795
618,8.0,-19.0,-1.7729990061512013,-20.772999006151203,-60.238,-39.4650009938488
619,8.0,-18.5,-1.7729990061512013,-20.272999006151203,-59.76,-39.487000993848795
620,8.0,-18.0,-1.7729990061512013,-19.772999006151203,-59.232,-39.4590009938488
621,8.0,-17.5,-1.7729990061512013,-19.272999006151203,-58.756,-39.4830009938488
622,8.0,-17.0,-1.7729990061512013,-18.772999006151203,-58.248,-39.475000993848795
623,8.0,-16.5,-1.7729990061512013,-18.272999006151203,-57.774,-39.5010009938488
624,8.0,-16.0,-1.7729990061512013,-17.772999006151203,-57.255,-39.4820009938488
625,8.0,-15.5,-1.7729990061512013,-17.272999006151203,-56.703,-39.4300009938488
626,8.0,-15.0,-1.7729990061512013,-16.772999006151203,-56.21,-39.4370009938488
627,8.0,-14.5,-1.7729990061512013,-16.272999006151203,-55.748,-39.475000993848795
628,8.0,-14.0,-1.7729990061512013,-15.7729990061512,-55.256,-39.4830009938488
629,8.0,-13.5,-1.7729990061512013,-15.2729990061512,-54.724,-39.451000993848794
630,8.0,-13.0,-1.7729990061512013,-14.7729990061512,-54.275,-39.502000993848796
631,8.0,-12.5,-1.7729990061512013,-14.2729990061512,-53.748,-39.475000993848795
632,8.0,-12.0,-1.7729990061512013,-13.7729990061512,-53.242,-39.469000993848795
633,8.0,-11.5,-1.7729990061512013,-13.2729990061512,-52.761,-39.4880009938488
634,8.0,-11.0,-1.7729990061512013,-12.7729990061512,-52.273,-39.5000009938488
635,8.0,-10.5,-1.7729990061512013,-12.2729990061512,-51.742,-39.469000993848795
636,8.0,-10.0,-1.7729990061512013,-11.7729990061512,-51.267,-39.4940009938488
637,8.0,-9.5,-1.7729990061512013,-11.2729990061512,-50.757,-39.484000993848795
638,8.0,-9.0,-1.7729990061512013,-10.7729990061512,-50.237,-39.4640009938488
639,8.0,-8.5,-1.7729990061512013,-10.2729990061512,-49.763,-39.490000993848795
640,8.0,-8.0,-1.7729990061512013,-9.7729990061512,-49.24,-39.4670009938488
641,8.0,-7.5,-1.7729990061512013,-9.2729990061512,-48.771,-39.4980009938488
